race,category,bib,name,id,place,catPlace,sexPlace,sex,age,team,netTime
10KM,10KM - ATE 59 ANOS - MASCULINO,368,748da6cce3d32b2b2714440179471d0bef25249e,3c25c07bbdad8998a4fa42e172ea6fb0f2ed7f11,128,64,66,M,32,Milk,01:30:14.742
10KM,10KM - ATE 59 ANOS - MASCULINO,369,9bf93050c146829138679c54aea2dd7e25719d75,9a958607d965cec449356c71b45ec126ce109968,41,28,28,M,29,,01:11:57.223
10KM,10KM - ATE 59 ANOS - MASCULINO,370,fcbde1f19cdfcef2cdd1eeffa84877bb350855eb,c6a3eda015cfa724ee8b2f6a3d44c52629c8b3e6,38,25,25,M,51,,01:11:03.616
10KM,10KM - ATE 59 ANOS - MASCULINO,371,86ea7a000faa19557fd8caeb7f1622b01c540199,ea0b0d47e0e5b657d5a013d3b823957e9433fe18,94,49,49,M,32,GoFit,01:23:00.237
10KM,10KM - ATE 59 ANOS - MASCULINO,372,4fa90154905421066831bf0f2777f7f2c810799f,7674cc24df79a736077159a8fd8aef179a589465,51,33,33,M,28,Os pragas do Pantanal,01:13:54.361
10KM,10KM - ATE 59 ANOS - MASCULINO,374,dbd0d13f502acddbaa488655f3415175762feb7b,a78986121da97574d49d5b31c9bec0b67accd14a,138,68,70,M,36,Cobras do Asfalto,01:33:08.118
10KM,10KM - ATE 59 ANOS - MASCULINO,375,ad926f5803e198a014e1c566bb7a3ab02b6ec828,df1e653fb5f75db6ecd6aa1222d1056e0f18615c,34,22,22,M,33,Heineken Runners,01:09:39.102
10KM,10KM - ATE 59 ANOS - MASCULINO,376,87c4ece3754d31f0769422e8f08abee890d539bc,f3dcaef889dd29ad1e7c4231f012a15c1435b933,49,31,31,M,36,Caveiras,01:13:28.640
10KM,10KM - ATE 59 ANOS - MASCULINO,377,b2e6894a8d6da635c4ecf1a9d37bbb0ac8b866f9,82dcfc798894434ca1a344b595fb505b37b15dbc,116,58,60,M,36,Olympikus,01:27:16.864
10KM,10KM - ATE 59 ANOS - MASCULINO,378,c8da5e0d7a8c178a6c9550d1a0f0ebce2aa606a3,4d8517e20ea20059dff74c04de2578d6145319d0,117,59,61,M,36,Olympikus,01:27:17.889
10KM,10KM - ATE 59 ANOS - MASCULINO,379,850e459c13ae329c8c155bc3aecba05b085cb02b,a8a86b5f5316eae0e66bb80bd73b07e5fc9ee016,211,82,97,M,26,Olympikus,02:01:18.247
10KM,10KM - ATE 59 ANOS - MASCULINO,380,ae1ea079304af6205b582694ccf8492f86c83c03,480c11ea0608d8d0bc00faf594f86735826d8a40,169,78,83,M,23,,01:44:16.715
10KM,10KM - ATE 59 ANOS - MASCULINO,381,7b08e8f60616d1b81c6e672cd34e72f5cc4a730b,0ba1c33f9db37820b0b61e2d96df918fc6f4f596,25,14,14,M,35,,01:05:11.950
10KM,10KM - ATE 59 ANOS - MASCULINO,382,871d28733fc719e6e1ecf8e13a3b7ca7f54bd846,b9338915851dd67c89d4fe59634d30d6a0b037aa,44,29,29,M,34,Equipe Catraca,01:12:50.013
10KM,10KM - ATE 59 ANOS - MASCULINO,383,66c298fed9b966fdf754b75ef14a2aa7bcb089d1,006a6f4cd95b72d417ae7f64ae19851a1bc59c0d,77,44,44,M,24,Equipe Catraca,01:19:32.461
10KM,10KM - ATE 59 ANOS - MASCULINO,384,a4b1b92ca0360b528a95064371f27ef06a04fd8a,b379ca57358ff7644fbcdd4f1c4f7e54e80e244d,73,43,43,M,34,Equipe Catraca,01:18:15.220
10KM,10KM - ATE 59 ANOS - FEMININO,385,964ff209833c0f62121f2ff430d4e06b3fb0a723,2995cd2ec69e1676bdc1b34d8acc5919274e2074,197,104,107,F,30,Milk,01:55:56.685
10KM,10KM - ATE 59 ANOS - FEMININO,386,3bfc5fbe92bf68e3bd4ec490d705754afd544141,4178b3dba19744256bcc5f0e0518117a07b97540,43,15,15,F,53,Oca Amiental,01:12:15.560
10KM,10KM - ATE 59 ANOS - FEMININO,387,5ca3e57f0ba506077807ce083c59169b21fe4eca,29d6152e9411369e357d834d64c7fce3ae552e4a,119,57,58,F,35,Caveiras,01:28:19.457
10KM,10KM - ATE 59 ANOS - FEMININO,388,29a5f07dfe89dc853be6b1f14efd1c8d4aa230d2,1feba262d7538ba9689bd0df2fca45b7be650a22,89,41,41,F,50,sem equipe,01:22:00.110
10KM,10KM - ATE 59 ANOS - FEMININO,389,3baf1c39ef65325fc3bfdbc1b9289ba4c70c420a,8a7186b622b508ce366c814dc41751ee894e1981,187,97,100,F,30,briza,01:51:54.308
10KM,10KM - ATE 59 ANOS - FEMININO,390,bfdbcf08c9ad4a5ae9aa59ff06a1e54a9155d164,47489a710b9e5052ff0efa52da287f5282981af0,102,49,50,F,56,Cobras do Asfalto,01:24:36.646
10KM,10KM - ATE 59 ANOS - FEMININO,391,9ea777485b2bf49df034ef9f5eeba9644135fa64,11ea880dbb9310e3a3d5d86f36537deee3039ed2,141,69,71,F,32,Super poderosas,01:33:17.413
10KM,10KM - ATE 59 ANOS - FEMININO,392,463235e3ba52c0c58847bd339a03b9bcb4d6e97d,e36f7c9e7d9f6b4228d7707ba2719214b83bdde9,76,33,33,F,36,Os pragas do Pantanal,01:19:29.361
10KM,10KM - ATE 59 ANOS - FEMININO,393,620e671f94e9183785315abdd6f57e28421aa186,8e2cab9ff6eab359150dd3b9fb583c2e46de5575,37,13,13,F,38,Caveiras,01:10:45.350
10KM,10KM - ATE 59 ANOS - FEMININO,394,c5544fc2c361b44a0429c4e80faf95ca04bc8c5b,b751f3f10888c217b323d36475268abc97457986,147,70,72,F,35,Ribeiro,01:34:52.130
10KM,10KM - ATE 59 ANOS - FEMININO,395,6520409da8d49b90de337f504cad9436fec7b68e,eba9450596114a9b31779e9faec8ed525166c43a,212,111,115,F,32,Olympikus,02:01:18.816
10KM,10KM - ATE 59 ANOS - FEMININO,396,986938cb25b91ad4a44ac925cd9ef83920c4154c,c06cc138cb84ed8a784fd5ef747f1bbe35802710,148,71,73,F,38,Olympikus,01:34:52.578
10KM,10KM - ATE 59 ANOS - FEMININO,397,12275b038783f3ce8ff56dfe6fb2e2d495b08433,ce95cfd01f08af3188f4ebbe5d332c8d3420fe87,182,94,97,F,39,,01:48:40.552
10KM,10KM - ATE 59 ANOS - FEMININO,398,fa0278213ffdb33c6d6e17cbeef093d4daa67266,c9852be5b61ea5da6963a2799bb72b1230841c0d,170,84,87,F,28,,01:44:16.946
10KM,10KM - ATE 59 ANOS - FEMININO,399,9d23f680d815ecd01a7fac4751431ede654c7a3f,03d6d56c8e4f63738d8f6f7cd30feaa1ae12e032,74,31,31,F,40,Loucos por Corrida,01:18:39.200
10KM,10KM - ATE 59 ANOS - FEMININO,400,a987885c88dd600def5d003b1bbdab891d3d1c5f,a6820a0df6ea2b89afa1d111f85df893905d46bc,115,55,56,F,54,Wizard Runners,01:26:58.441
10KM,10KM - ATE 59 ANOS - FEMININO,401,7c850dc42d03040a95aac53200f6016fd231ec5c,1d0b4e34e7ae1681ce5d0dc168dc7c1eca69e720,201,108,111,F,26,Nao possui,01:56:27.692
10KM,10KM - ATE 59 ANOS - FEMININO,403,b769a41371fe03365988002f75e1457198b7951a,7bed2b0716c9889ae26d1f10cfe0ccc38394ee34,160,77,80,F,39,,01:39:49.263
10KM,10KM - ATE 59 ANOS - MASCULINO,404,7eef2f6fafdaaf4780f92b61a7ea1742bb326262,b4b3375324dd27dd187d2d4f727e272c80328f8d,1,1,1,M,26,,00:43:18.160
10KM,10KM - 60 ANOS E ACIMA - MASCULINO,405,a4649acd959096ad052565ec71dfa62da4b15903,20b79f2152a573737d1e97f5abdedfa6f075342d,189,2,89,M,65,Roberto Nogueira,01:52:20.091
10KM,10KM - ATE 59 ANOS - MASCULINO,406,cef5737df0dc257ad8bc61e72dd9417c7decf42a,65bf7a7457e7c52b60195b2976c887a0be742069,113,57,59,M,,,01:26:47.786
10KM,10KM - ATE 59 ANOS - MASCULINO,407,5ace0f3daaad02c30129d5c8081623a45798ea67,5fb41ae0ebf967af50f600053af576ca967d9187,35,23,23,M,,,01:10:43.185
10KM,10KM - ATE 59 ANOS - MASCULINO,408,6791d699c05a2f03239da2ba999cbfdda3751598,64ebf0013d838c14ef569ac9d51f2587d4fa8fac,163,76,81,M,,,01:39:57.733
10KM,10KM - ATE 59 ANOS - MASCULINO,410,fdf2761a54e4a375d4493109c4e2b660949845d0,3a51944bdbb09cca9ed3580b45e528f42b011d5d,104,53,54,M,,,01:25:29.233
10KM,10KM - ATE 59 ANOS - FEMININO,411,d58622b36e926b581e46da801da6ac3933dff954,06236ebb255ab07fbbfc2d63949281214c7b98ca,199,106,109,F,,,01:55:59.239
10KM,10KM - ATE 59 ANOS - FEMININO,412,1a5cc980fac518ce55bb0cd07ee6e3d22a3e7b40,1456278a14d37ee70eedf2831492a42a0b729041,70,29,29,F,,,01:17:24.618
10KM,10KM - ATE 59 ANOS - MASCULINO,413,d3bf8824954983b8bf7dc51fcb5e17e97c9ff704,1629650b574c3ce1875da21647cf1b7b4002fb3d,132,66,68,M,,,01:31:41.507
10KM,10KM - ATE 59 ANOS - MASCULINO,414,7c2ab0f26f561a8d9b518561f6729e6d5707513d,aff279e71defb12d3bf0ad9f5a94d7a215e33418,30,19,19,M,46,Team Geração Saúde,01:06:40.795
10KM,10KM - ATE 59 ANOS - FEMININO,415,a9fc6fea87852a1aa5fca557c4d3aeec78fc5570,d6d1851f71fb0de8f53df62b1dba4336ca4422ea,218,113,117,F,,,02:08:27.261
10KM,10KM - ATE 59 ANOS - FEMININO,416,645ff948a7703d492474c8d8f2bd4a8b1da7d7e4,764ad39c9404b1b4488e9ea5f63966ea67c25299,185,95,98,F,,,01:50:14.185
10KM,10KM - ATE 59 ANOS - FEMININO,417,15d04dd7f803513b5b46c4dc5ed7b60ad5039db9,da39a3ee5e6b4b0d3255bfef95601890afd80709,174,87,90,F,,,01:45:19.309
10KM,10KM - ATE 59 ANOS - MASCULINO,419,9cc51cfbbf5bbb6e6aa30d414635455317f6b138,2b1724243a3faac17ec7ea8e3192d23f45713ca7,13,9,9,M,34,AMAMS,00:58:45.009
21KM,21KM - ATE 59 ANOS - MASCULINO,36,5de55608c5effca2c7ad274ec1fcbe5da83475c3,3434422d6c8ef9d9e764b16569f55c28082aac52,DSQ,DSQ,DSQ,M,35,Nao tem,01:15:22.561
