race,category,bib,name,id,place,catPlace,sexPlace,sex,age,team,netTime
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2322,8ce46ecb49ecde979943646f5d55ce79c5a0abef,d55afc100f851875f57f809a014826d9e6af141e,44,32,39,M,34,,01:55:42.949
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2323,6621acc219ea4aa8a146f445ac4ee07bf135e453,fe47e712d0f48303ee8c55b32a6e17822c6e8955,83,59,70,M,35,,02:04:26.542
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2324,b45145cf5f88f7f2081ff2be2d69a59a4f6eb9a6,6df7f43a0729eaacfec168b9a9982e4636f56fd5,204,66,76,F,49,,02:36:12.971
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ MASCULINO,2325,a46d4aead07fbe318755db2575a43d2d0c9d52cf,9f5dcb5619a5266f8b14d9c6fca81cfde2d60d07,64,10,56,M,56,,02:00:50.597
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ MASCULINO,2326,5e1fcbd05ae05097565eb3f7a3b976fd923df07d,4ce92a58c9ceb053e7fcd2be17ddb1cde9977426,156,16,108,M,52,,02:22:50.089
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2327,dd0c648a31f8d23243995fa7ee21aa62f6294ec6,8cd5a89a712234be6bc330eec5ef29b05faccaef,199,107,126,M,34,,02:33:00.602
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2328,77ff4a20d24779d780171dfa65b63d2b4ff28059,f0d1c608bf9545cc6cba8a569478becea4f5fb2e,144,88,102,M,38,,02:19:40.284
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2329,bc9d690db05c0b2351379a018e3e5fd35a0f5b4a,d5e3b348da4cd4c3d9e3f234091a642b19af797b,46,33,40,M,47,,01:56:39.452
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2331,e2b9df74a31fca62c450177bfe0ee048dba185fd,3b9f2bf2de4e0468d957110f94dc1b0b761012eb,171,52,58,F,45,,02:24:27.101
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ FEMININO,2333,e1c29712c9472acb2788a56eb9ca116c349cd79b,8a601cdf2042aaf733ab27affb88bb3958ad9403,220,11,90,F,53,,02:42:45.773
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2334,0443e194a1c7a9dd799b516b855d7e50ca8a314e,c38b3b3bfc1b999cf3084cf8495f02ef93a99845,211,71,82,F,38,,02:37:54.495
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2335,146d7a5d89962e610126095153b9b01c694dcdb5,87741e4a770301c9ac98b239ce5b3aa3ecb824a2,227,81,94,F,37,,02:44:59.937
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ FEMININO,2336,99763906b02e2abf39da7ef5665d8cc08fef4b19,6d39cf74e7000115ed3980540a607ecdf2506de0,163,5,52,F,57,,02:23:19.954
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2337,bbbc0f813fdaf26b001a2cc2aeac0eaec5156375,949d36b4e4c5aa9f282246e6bee049490052e06a,256,123,147,M,47,,03:11:36.010
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ FEMININO,2338,254932f4adb10e1368cf5a0defa4439ede0e45a2,bd4bd96d279b2a666b78a10dc77d6a946301ecaf,95,2,19,F,54,,02:05:56.297
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2339,cdda1d1c17b4a94917ea473b320a2514a7618359,1f56f7755ed872177fe33de6a01af4ce3aeb1a49,7,7,7,M,30,,01:36:58.665
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ FEMININO,2340,9ed203784d045c55ed61562f4cfc36149318e188,f13f0cc6d414417ef725145298cc79affe6737b8,107,3,23,F,54,,02:08:08.093
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2342,8dc5b22ffb4f2bfdeb3c2105fb54a1b1f1f08185,73f87d3b88df3003d6971ebbe4fcba3315c67608,147,90,105,M,45,,02:20:33.854
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2343,4d41b3a46ddf8daeadcf126ff2f7369c9cd0b1bf,a98e78a322a864110f51ebb3ec90704488afab2d,251,121,144,M,36,,02:58:14.076
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2344,ce41089e021aaaca4fd2d4f68c157ff346fefa0f,50eee527de207f85dce9c79bc7c2b76955a372b9,176,54,60,F,31,,02:26:37.749
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2345,a763ae692f41f74e15e11025d4eb9c227224cef7,ba6e942da921e12e03d92668f3d5f32a35ff7565,150,40,44,F,42,,02:20:56.505
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2346,01b776ced408a3062dc914e1b5800422aca304ba,9155ebc8654138ff116e53e93738e87f7e166134,8,8,8,M,41,,01:37:40.634
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2347,bd57e7086d99b95ab8012aca5777f41e12942f46,3a10eb379b34810394596bf565c4c9340f1bc37c,42,31,38,M,23,,01:55:10.444
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2348,3f8ad418f7f4d527dc8229d5e397eacbc9784b93,030be6d3ba0fd41963aa95d80a730cb44d3b4bf7,104,19,21,F,44,,02:07:37.098
