race,category,bib,name,id,place,catPlace,sexPlace,sex,age,team,netTime
10KM,10KM - ATE 59 ANOS - MASCULINO,467,3776846b1ca9b9095ec49632b5ecc36060d4dc40,a98febdb372db828dcea2e428b8948a93c1dc5ed,69,4,44,M,54,Nivaldo,01:20:47.813
10KM,10KM - ATE 59 ANOS - MASCULINO,468,3f88e6ce05b386e4ca3fa31c02d1d7ea40783959,95c2a2fe0d1bf915de1227b5bda9b85fe2a7a4fd,85,11,51,M,35,Green Team,01:23:34.994
10KM,10KM - ATE 59 ANOS - MASCULINO,469,8e7beba2453ff4ccacfc51f60c065cb367ccf474,c2056a364ac8cbe9f13ff22a37f44ef6fc64f69f,58,1,40,M,39,Green Team,01:18:24.159
10KM,10KM - ATE 59 ANOS - MASCULINO,470,d41942591d6bb5fe89d069b93697f741cd704fba,a53bfe4e8bfe6e1e11503b2c650ff084ed7f7f6d,49,35,36,M,46,Velocità,01:15:50.180
10KM,10KM - ATE 59 ANOS - MASCULINO,471,a02b8b1a96667552caa452533812dbdbdf4e1ed6,80b31d54716593c906d452aee929faad47fd9039,13,10,10,M,58,Olympikus,00:56:56.685
10KM,10KM - ATE 59 ANOS - MASCULINO,472,eb85d8f30bc7ec6678f75424894f3a3b73b31833,8457de7b258469a93562b8fef21d6122928a41e4,3,3,3,M,40,,00:43:32.965
10KM,10KM - ATE 59 ANOS - MASCULINO,473,7f558a26ee805a68ea9e77bd9f2412c5b79623fc,caf7cf1a8949b4d35657b4e144dc0e1c78cbc6b1,84,10,50,M,30,Green Team,01:23:34.491
21KM,21KM - ATE 59 ANOS - MASCULINO,475,2130f836997178b8577fbf4ee5f0edc3d7e4efee,da39a3ee5e6b4b0d3255bfef95601890afd80709,251,57,134,M,,SPRINT,02:25:17.530
10KM,10KM - ATE 59 ANOS - FEMININO,476,71308212e92a04ee4a93765c557089188b19af15,da39a3ee5e6b4b0d3255bfef95601890afd80709,158,76,79,F,,,01:45:56.483
10KM,10KM - ATE 59 ANOS - MASCULINO,477,95ddcf4a5e296669743483088dc2fa34403dd489,da39a3ee5e6b4b0d3255bfef95601890afd80709,127,23,67,M,,,01:34:48.519
10KM,10KM - ATE 59 ANOS - MASCULINO,479,c8da5e0d7a8c178a6c9550d1a0f0ebce2aa606a3,da39a3ee5e6b4b0d3255bfef95601890afd80709,112,20,63,M,,,01:29:52.532
10KM,10KM - ATE 59 ANOS - MASCULINO,481,f2b47dfd8227d3f8413267cfe5fc67faaf933137,da39a3ee5e6b4b0d3255bfef95601890afd80709,132,25,70,M,,,01:35:11.907
10KM,10KM - ATE 59 ANOS - FEMININO,482,1e282c5e8d8020549c95c982657e777f97579af7,da39a3ee5e6b4b0d3255bfef95601890afd80709,193,83,93,F,,,02:00:06.046
10KM,10KM - ATE 59 ANOS - FEMININO,544,7e9447a1b737027854728639564cb36032bb64c1,da39a3ee5e6b4b0d3255bfef95601890afd80709,198,85,95,F,,,02:00:34.734
10KM,10KM - ATE 59 ANOS - FEMININO,545,8ee18b8e29d1117c2e78d934ff07c38003c22bfb,da39a3ee5e6b4b0d3255bfef95601890afd80709,197,84,94,F,,,02:00:34.495
10KM,10KM - ATE 59 ANOS - MASCULINO,546,9bdd266021808fbce75e65f7d417a8e356589b6a,da39a3ee5e6b4b0d3255bfef95601890afd80709,82,9,49,M,,,01:23:32.890
10KM,10KM - ATE 59 ANOS - MASCULINO,549,fffabe73f6bfe318837abcd708a68bbdc71a3d1a,67e44c39370015565bab089e5007ddd87f8f7678,14,11,11,M,,,00:58:47.661
21KM,21KM - ATE 59 ANOS - MASCULINO,4,824ff04ab5765cfd8a2b3b4cbc1b1e8a8e66b74d,838928986f93ff4ae94decd478052c1f0aba24ab,DNS,DNS,DNS,M,38,Ademir Paulino,01:26:07.958
10KM,10KM - ATE 59 ANOS - MASCULINO,414,7a2b5b31239e501ad7f3a132ea6ce1f60093d907,827c13de3d17841f0f43b02235c124456a035e4c,DNF,DNF,DNF,M,52,Valdir Jr,
10KM,10KM - ATE 59 ANOS - FEMININO,444,45f6e819918d28c7464a15f7581d546d3725833a,764ad39c9404b1b4488e9ea5f63966ea67c25299,DNF,DNF,DNF,F,50,Milk,01:47:00.671
