race,category,bib,name,id,place,catPlace,sexPlace,sex,age,team,netTime
21K,21K - Geral Feminino,2279,b22e01712277bd4076ee7c02c561eb2e44cf6db5,83f17484f206e2dcabdc5e74f0248f2e8cafee00,60,9,9,F,,,01:57:12.451
21K,21K - Geral Masculino,2280,907d2c937f92c529c88a4417d40793bb226bf443,3c896cb0b671b79720f223de7716e384e8834eec,65,45,53,M,,,01:58:53.959
21K,21K - Master: acima de 50 anos Masculino,2281,b05466f6fb18d5ec4b9a88cb8b3293c521ef444c,a8fe883dc65d725c1436262a106a6645c875e45a,39,4,35,M,,,01:46:01.160
21K,21K - Geral Masculino,2282,90b4e463d4a010ef4f355cfd2a274ad22efa7269,ba88e562e363699d4ad4eae82efc4cb7ea79e234,119,73,86,M,,,02:21:16.310
21K,21K - Geral Masculino,2283,7655c93e59b622de8807bd7d44bb9348703f2863,d3ee5df1085f241f1d7e5348ffdadeb244c7cb4d,148,85,98,M,,,02:35:18.484
21K,21K - Geral Masculino,2284,ff06f0f27e6612454c150c10a871f34040cf95ec,c389f42cfc362383a3bd32d0fb6262d360612f58,2,2,2,M,,,01:16:42.407
21K,21K - Geral Masculino,2286,f70757660791656ba1af05101e3a8b4920e1448e,4b475447cd4930d725227f8905160e4360b662ca,49,39,45,M,,,01:50:49.577
21K,21K - Geral Masculino,2287,5c534a35b2b9b98d19c567c03974f112f1f2f6af,4b742574412dea7f6255fc432704c9d400277306,30,26,27,M,,,01:43:29.691
21K,21K - Geral Masculino,2289,d80aacfe4e24f6683f55eee95e56ceb17220d26d,da39a3ee5e6b4b0d3255bfef95601890afd80709,105,65,75,M,,,02:16:39.813
10K,10K - Geral Feminino,107,89322a52eddd6a1458c8c390218f64b30ab336d3,f793b99b1bedd1a1e202f27a6b7a9d8071d5c01c,DSQ,DSQ,DSQ,F,,,02:06:59.333
10K,10K - Geral Feminino,121,aaaa18e32a5dfc9328676322d7e07b5d6652280c,e98464d49e429425649f7080f64be7229cc462ff,DNS,DNS,DNS,F,,,00:34:28.608
10K,10K - Geral Feminino,159,456dec834d9dd5ebcfb4cf49b78fc9c4953902fe,8f954807811eabd548fba995834f7a35524466de,DNS,DNS,DNS,F,,,02:14:48.209
21K,21K - Master: acima de 50 anos Masculino,2184,be82cefb4290f6e0e275b047bd7468b42bf9ac8c,70dbdcba371fa22c5059312d443c79666f2d9c90,DSQ,DSQ,DSQ,M,,,
21K,21K - Master: acima de 50 anos Feminino,2266,192534369fe08e3f09664561b4065a649887248e,7f071cd41d780b9a11c6951606256d15400c7161,DSQ,DSQ,DSQ,F,,,01:01:24.382
21K,21K - Geral Masculino,2272,db1251d190bd17f9d76846e2d406ed415204eefe,e9bf7f9773ce348c053d945ef836acb9f81cdc4c,DSQ,DSQ,DSQ,M,,,
